 09/05-13:13	2336.400	2336.800	2335.800	2336.200	           1343	    148.000	   2340.417	   2338.842	   2339.135	   2342.433	           	     -0.192	     -0.029	     -0.085	      0.000	
 09/05-13:14	2336.200	2337.400	2336.000	2337.200	           1836	    149.000	   2340.275	   2338.863	   2339.094	   2342.394	           	     -0.142	      0.021	     -0.083	      0.000	
 09/05-13:15	2337.200	2337.600	2336.800	2337.400	           1121	    150.000	   2340.100	   2338.933	   2339.050	   2342.356	           	     -0.175	      0.071	     -0.085	      0.000	
 09/05-13:16	2337.600	2337.800	2336.600	2336.600	           1380	    151.000	   2339.950	   2338.992	   2339.004	   2342.315	           	     -0.150	      0.058	     -0.090	      0.000	
 09/05-13:17	2336.800	2336.800	2336.000	2336.400	           1143	    152.000	   2339.767	   2339.033	   2338.954	   2342.271	           	     -0.183	      0.042	     -0.096	      0.000	
 09/05-13:18	2336.400	2337.000	2335.400	2335.600	           2189	    153.000	   2339.575	   2339.046	   2338.906	   2342.222	           	     -0.192	      0.012	     -0.098	      0.000	
 09/05-13:19	2335.600	2336.000	2334.400	2335.000	           3416	    154.000	   2339.292	   2339.046	   2338.848	   2342.165	           	     -0.283	      0.000	     -0.106	      0.000	
 09/05-13:20	2335.000	2335.400	2334.400	2334.400	           2060	    155.000	   2338.950	   2339.038	   2338.775	   2342.108	           	     -0.342	     -0.008	     -0.131	      0.000	
 09/05-13:21	2334.600	2336.400	2334.400	2335.200	           2284	    156.000	   2338.650	   2339.029	   2338.702	   2342.053	           	     -0.300	     -0.009	     -0.146	      0.000	
 09/05-13:22	2335.200	2336.200	2335.200	2335.800	           1260	    157.000	   2338.333	   2339.033	   2338.627	   2341.996	           	     -0.317	      0.004	     -0.148	      0.000	
 09/05-13:23	2335.600	2336.400	2335.000	2335.400	           1425	    158.000	   2338.050	   2339.017	   2338.546	   2341.938	           	     -0.283	     -0.017	     -0.156	      0.000	
 09/05-13:24	2335.600	2336.200	2335.200	2336.000	           1505	    159.000	   2337.792	   2338.996	   2338.479	   2341.875	           	     -0.258	     -0.021	     -0.148	      0.000	
 09/05-13:25	2335.800	2336.000	2334.800	2335.200	           1617	    160.000	   2337.542	   2338.942	   2338.406	   2341.818	           	     -0.250	     -0.054	     -0.140	      0.000	
